  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::        (v1.2.6.RELEASE)

### 2020-01-31 17:02:28 INFO  com.ecorrservices.EcorrApplication(47) logStarting() 
Starting EcorrApplication on 04HQPLSU4490321 with PID 17112 (C:\D\svn-ecorr-adcomui-2020-01-13-1.2.6-release\ecorr-adcomui-2020-01-13-1.2.6-release\src\target\classes started by ma000020 in C:\D\svn-ecorr-adcomui-2020-01-13-1.2.6-release\ecorr-adcomui-2020-01-13-1.2.6-release\src)
### 2020-01-31 17:02:28 DEBUG com.ecorrservices.EcorrApplication(50) logStarting() 
Running with Spring Boot v1.2.6.RELEASE, Spring v4.2.3.RELEASE
### 2020-01-31 17:02:28 INFO  org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext(577) prepareRefresh() 
Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@7ee955a8: startup date [Fri Jan 31 17:02:28 EST 2020]; root of context hierarchy
### 2020-01-31 17:02:30 INFO  org.springframework.beans.factory.support.DefaultListableBeanFactory(839) registerBeanDefinition() 
Overriding bean definition for bean 'beanNameViewResolver' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.class]]
### 2020-01-31 17:02:30 INFO  org.springframework.beans.factory.support.DefaultListableBeanFactory(839) registerBeanDefinition() 
Overriding bean definition for bean 'ignoredPathsWebSecurityConfigurerAdapter' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.security.SpringBootWebSecurityConfiguration; factoryMethodName=ignoredPathsWebSecurityConfigurerAdapter; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/security/SpringBootWebSecurityConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.ManagementSecurityAutoConfiguration; factoryMethodName=ignoredPathsWebSecurityConfigurerAdapter; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/ManagementSecurityAutoConfiguration.class]]
